Loan_ID,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender,Married,Dependents,Education,Self_Employed,Property_Area,Loan_Status
LP103901,2287,14457,61,84,0,Male,No,2,Graduate,Yes,Semiurban,Y
LP103902,5012,13542,616,360,1,Female,Yes,2,Graduate,No,Urban,Y
LP103903,12857,14610,192,360,0,Female,Yes,2,Graduate,Yes,Semiurban,N
LP103904,20593,2239,365,84,0,Female,Yes,1,Not Graduate,Yes,Semiurban,Y
LP103905,20557,3086,184,180,1,Female,Yes,2,Graduate,Yes,Rural,Y
LP103906,16711,14372,400,180,0,Female,No,0,Not Graduate,Yes,Rural,Y
LP103907,2688,3207,455,120,0,Male,No,0,Graduate,No,Semiurban,Y
LP103908,3527,5116,245,360,1,Male,No,1,Graduate,Yes,Urban,Y
LP103909,18173,1682,518,120,1,Female,No,0,Graduate,Yes,Semiurban,Y
LP103910,17890,8202,180,120,1,Male,No,3+,Not Graduate,Yes,Rural,N
LP103911,7182,11333,423,360,1,Male,No,2,Not Graduate,No,Semiurban,Y
LP103912,20926,5179,523,360,1,Male,No,1,Not Graduate,Yes,Rural,Y
LP103913,11596,2846,463,180,0,Male,No,0,Not Graduate,Yes,Urban,N
LP103914,9544,3197,238,120,1,Female,Yes,1,Not Graduate,No,Rural,N
LP103915,2886,9743,75,360,1,Female,Yes,0,Not Graduate,No,Rural,N
LP103916,8721,8408,107,84,0,Male,Yes,1,Not Graduate,Yes,Rural,Y
LP103917,19966,12155,176,84,1,Female,No,1,Graduate,Yes,Urban,Y
LP103918,8136,6596,464,120,1,Female,Yes,1,Not Graduate,No,Semiurban,N
LP103919,19339,2961,195,120,0,Female,Yes,0,Graduate,Yes,Rural,Y
LP103920,22361,12725,222,360,0,Female,Yes,3+,Not Graduate,No,Semiurban,N
LP103921,2465,867,379,120,0,Male,No,1,Not Graduate,Yes,Rural,Y
LP103922,5937,3426,467,120,0,Female,No,2,Graduate,Yes,Rural,N
LP103923,4363,13314,351,120,0,Male,Yes,2,Not Graduate,No,Urban,N
LP103924,10320,8274,599,180,0,Male,Yes,0,Graduate,No,Semiurban,Y
LP103925,20830,6104,371,180,0,Male,Yes,0,Not Graduate,Yes,Urban,Y
LP103926,23189,13572,639,120,1,Male,Yes,2,Graduate,Yes,Rural,Y
LP103927,3753,9622,465,84,1,Female,No,2,Not Graduate,No,Urban,Y
LP103928,21474,3065,107,180,0,Male,No,2,Not Graduate,Yes,Semiurban,Y
LP103929,1839,11725,294,120,1,Female,Yes,1,Graduate,No,Semiurban,Y
LP103930,5066,2875,656,360,1,Female,Yes,0,Not Graduate,Yes,Semiurban,N
LP103931,24209,8633,582,360,0,Female,Yes,2,Graduate,Yes,Rural,N
LP103932,4773,3830,528,120,0,Female,No,0,Not Graduate,Yes,Rural,Y
LP103933,10406,12066,252,120,1,Female,No,3+,Graduate,No,Urban,Y
LP103934,7018,290,308,180,0,Female,Yes,1,Graduate,Yes,Semiurban,Y
LP103935,10604,659,279,360,1,Female,No,1,Graduate,Yes,Urban,Y
LP103936,20274,3095,231,120,0,Female,No,0,Graduate,No,Urban,N
LP103937,2931,7571,427,84,1,Female,No,0,Graduate,Yes,Rural,Y
LP103938,8755,13302,177,84,0,Female,No,3+,Not Graduate,Yes,Semiurban,N
LP103939,20034,10,96,120,0,Female,Yes,2,Graduate,No,Urban,N
LP103940,13793,4272,447,84,1,Female,No,0,Not Graduate,No,Urban,N
LP103941,13320,1294,275,360,0,Female,Yes,3+,Graduate,Yes,Urban,Y
LP103942,4251,14026,191,360,1,Female,Yes,3+,Graduate,Yes,Rural,Y
LP103943,15823,6131,682,84,0,Male,No,2,Not Graduate,Yes,Rural,Y
LP103944,8049,11467,440,84,1,Male,Yes,3+,Not Graduate,No,Urban,Y
LP103945,18448,2655,688,84,0,Female,Yes,0,Not Graduate,Yes,Rural,Y
LP103946,9257,2735,503,120,1,Male,Yes,3+,Not Graduate,No,Rural,Y
LP103947,11629,11013,662,360,0,Female,No,1,Not Graduate,Yes,Rural,Y
LP103948,24919,6345,260,84,1,Female,Yes,1,Graduate,No,Urban,Y
LP103949,9728,1801,277,120,0,Male,Yes,0,Not Graduate,No,Semiurban,Y
LP103950,13659,6889,88,180,1,Male,No,3+,Not Graduate,No,Semiurban,Y
LP103951,17478,11539,115,180,0,Female,Yes,2,Graduate,No,Urban,Y
LP103952,13859,14028,677,180,0,Female,No,2,Graduate,No,Urban,Y
LP103953,22127,3401,178,120,0,Female,Yes,3+,Graduate,Yes,Semiurban,N
LP103954,6414,13595,629,120,0,Male,No,1,Graduate,Yes,Urban,Y
LP103955,9113,13324,697,120,0,Female,No,0,Not Graduate,No,Urban,Y
LP103956,4425,4045,192,120,1,Male,No,0,Graduate,Yes,Semiurban,N
LP103957,12511,12897,423,120,1,Female,No,2,Graduate,Yes,Rural,Y
LP103958,10875,8645,117,84,0,Male,No,3+,Graduate,Yes,Semiurban,Y
LP103959,19614,12572,381,120,1,Female,Yes,1,Graduate,No,Rural,N
LP103960,2813,9787,397,84,0,Male,No,0,Graduate,Yes,Urban,Y
LP103961,10487,1674,541,360,0,Male,Yes,2,Not Graduate,Yes,Semiurban,Y
LP103962,8308,13743,222,180,1,Female,No,0,Not Graduate,Yes,Rural,Y
LP103963,15920,5969,250,360,0,Female,No,1,Graduate,Yes,Semiurban,Y
LP103964,13486,588,164,84,0,Female,Yes,2,Not Graduate,Yes,Rural,N
LP103965,20719,6659,59,120,1,Male,No,3+,Graduate,No,Semiurban,N
LP103966,15685,13780,492,120,1,Female,Yes,2,Graduate,Yes,Rural,Y
LP103967,16377,6851,682,120,1,Female,Yes,2,Not Graduate,No,Semiurban,Y
LP103968,24495,12108,384,84,1,Male,Yes,3+,Graduate,Yes,Rural,Y
LP103969,22305,10082,442,120,0,Male,No,3+,Not Graduate,Yes,Rural,Y
LP103970,18026,4869,566,120,0,Female,Yes,2,Not Graduate,No,Semiurban,Y
LP103971,14459,14379,453,360,0,Male,Yes,3+,Not Graduate,Yes,Urban,N
LP103972,7821,8416,225,120,1,Female,Yes,1,Graduate,Yes,Rural,Y
LP103973,10872,5991,439,84,0,Male,No,3+,Graduate,No,Rural,Y
LP103974,2000,12656,659,84,0,Male,No,2,Graduate,No,Rural,N
LP103975,14782,6050,446,120,0,Male,Yes,3+,Not Graduate,Yes,Urban,N
LP103976,13851,3745,314,360,0,Male,No,3+,Not Graduate,Yes,Urban,Y
LP103977,7975,5626,516,180,0,Male,No,0,Not Graduate,Yes,Urban,Y
LP103978,18379,8449,668,180,1,Female,Yes,0,Graduate,Yes,Semiurban,Y
LP103979,15827,12872,501,180,0,Male,Yes,1,Graduate,Yes,Urban,Y
LP103980,23485,5245,310,360,1,Male,Yes,1,Not Graduate,No,Rural,Y
LP103981,13223,3325,193,84,1,Male,Yes,0,Graduate,No,Semiurban,Y
LP103982,18298,3708,94,180,0,Male,No,2,Not Graduate,No,Semiurban,N
LP103983,21429,442,75,120,1,Female,No,2,Not Graduate,No,Urban,Y
LP103984,21544,1535,55,180,0,Female,Yes,3+,Not Graduate,Yes,Semiurban,Y
LP103985,6602,9192,653,360,0,Female,Yes,0,Graduate,Yes,Urban,Y
LP103986,24014,203,364,120,0,Female,Yes,3+,Graduate,No,Urban,N
LP103987,4949,1490,134,180,1,Male,Yes,1,Graduate,No,Rural,Y
LP103988,3536,7292,108,180,1,Male,Yes,3+,Not Graduate,No,Urban,N
LP103989,6294,3227,404,120,0,Male,No,2,Graduate,No,Semiurban,Y
LP103990,16861,10768,525,180,1,Female,No,1,Graduate,Yes,Rural,Y
LP103991,20942,8775,242,120,1,Female,Yes,3+,Not Graduate,No,Semiurban,N
LP103992,19846,10929,612,84,1,Male,No,0,Not Graduate,Yes,Rural,Y
LP103993,3878,4556,235,120,0,Female,No,3+,Not Graduate,Yes,Urban,Y
LP103994,12214,1424,175,360,1,Female,No,0,Graduate,No,Semiurban,Y
LP103995,20717,14555,403,84,0,Male,No,0,Graduate,No,Urban,Y
LP103996,4245,9975,334,180,0,Female,No,1,Not Graduate,No,Semiurban,Y
LP103997,22659,13029,421,120,0,Male,No,2,Graduate,Yes,Semiurban,Y
LP103998,8213,74,214,120,1,Male,Yes,3+,Not Graduate,Yes,Semiurban,N
LP103999,21904,13618,417,84,1,Female,Yes,2,Graduate,Yes,Urban,N
LP104000,7091,3914,372,120,0,Male,No,3+,Graduate,No,Semiurban,N
LP104001,7092,3767,415,120,1,Male,No,0,Not Graduate,No,Urban,Y
LP104002,21078,9951,577,360,0,Male,Yes,0,Graduate,Yes,Semiurban,Y
LP104003,9276,5170,487,180,0,Male,Yes,3+,Not Graduate,No,Rural,N
LP104004,23037,3956,585,360,0,Male,No,3+,Graduate,No,Semiurban,Y
LP104005,24641,2413,104,360,0,Male,No,3+,Not Graduate,No,Rural,Y
LP104006,5867,13383,547,120,1,Male,Yes,1,Not Graduate,No,Semiurban,Y
LP104007,4207,5590,639,180,1,Female,Yes,0,Graduate,Yes,Urban,Y
LP104008,4748,2521,471,84,0,Male,Yes,2,Graduate,No,Semiurban,Y
LP104009,14274,206,134,84,1,Male,Yes,1,Not Graduate,Yes,Urban,Y
LP104010,6519,6873,331,120,0,Male,Yes,2,Not Graduate,Yes,Rural,Y
LP104011,21427,14962,613,180,0,Female,Yes,3+,Graduate,No,Rural,Y
LP104012,21387,971,365,180,0,Male,No,3+,Not Graduate,Yes,Rural,N
LP104013,24131,10681,492,360,1,Male,Yes,3+,Not Graduate,No,Urban,Y
LP104014,18063,12021,368,180,1,Female,No,0,Not Graduate,No,Rural,Y
LP104015,23198,7253,386,180,1,Male,Yes,2,Not Graduate,No,Semiurban,Y
LP104016,19193,11955,228,84,1,Female,No,2,Graduate,Yes,Semiurban,Y
LP104017,21976,7389,159,120,0,Female,No,3+,Not Graduate,No,Rural,Y
LP104018,21420,14183,439,180,1,Male,Yes,2,Not Graduate,Yes,Semiurban,Y
LP104019,19690,6163,409,120,1,Female,Yes,2,Graduate,No,Semiurban,Y
LP104020,1521,14896,229,120,1,Male,No,1,Graduate,Yes,Semiurban,Y
LP104021,24442,14319,236,120,0,Male,Yes,2,Graduate,No,Urban,N
LP104022,9843,10830,58,180,1,Male,Yes,3+,Graduate,Yes,Semiurban,Y
LP104023,21076,11899,523,360,1,Female,Yes,2,Not Graduate,Yes,Urban,Y
LP104024,21754,2534,263,84,0,Male,No,1,Graduate,Yes,Rural,Y
LP104025,5348,2515,90,84,1,Female,Yes,1,Not Graduate,No,Urban,N
LP104026,22494,19,258,180,0,Male,No,0,Graduate,No,Rural,Y
LP104027,13349,11212,65,84,1,Male,Yes,0,Graduate,No,Semiurban,Y
LP104028,6521,12300,392,120,0,Female,No,1,Not Graduate,No,Urban,Y
LP104029,2545,820,76,360,1,Female,Yes,3+,Graduate,Yes,Semiurban,Y
LP104030,12074,13804,353,360,1,Male,Yes,2,Not Graduate,Yes,Urban,N
LP104031,15723,2014,387,84,1,Male,No,3+,Not Graduate,Yes,Semiurban,Y
LP104032,22332,5363,638,180,1,Female,No,0,Graduate,No,Rural,Y
LP104033,21440,11028,622,180,1,Male,No,3+,Graduate,No,Rural,Y
LP104034,17493,13136,473,120,1,Male,Yes,0,Not Graduate,Yes,Semiurban,Y
LP104035,13836,476,190,120,0,Male,Yes,0,Not Graduate,No,Urban,Y
LP104036,14245,2413,98,120,1,Male,No,0,Graduate,No,Semiurban,N
LP104037,12699,4625,434,360,0,Male,No,2,Not Graduate,Yes,Semiurban,N
LP104038,9042,3738,66,360,1,Male,No,3+,Not Graduate,No,Semiurban,Y
LP104039,2621,3556,128,180,0,Female,Yes,3+,Graduate,Yes,Semiurban,Y
LP104040,1978,14382,160,84,1,Male,No,0,Graduate,No,Semiurban,Y
LP104041,23783,5459,433,360,1,Female,Yes,3+,Not Graduate,No,Semiurban,Y
LP104042,20846,9265,353,120,0,Male,No,3+,Graduate,Yes,Urban,Y
LP104043,20582,1573,523,84,0,Female,Yes,3+,Not Graduate,Yes,Urban,Y
LP104044,23974,9875,333,120,0,Female,No,3+,Graduate,No,Semiurban,N
LP104045,4394,8350,583,180,1,Female,Yes,3+,Graduate,No,Rural,Y
LP104046,12390,4139,481,180,0,Male,No,3+,Not Graduate,No,Urban,Y
LP104047,10682,860,443,360,1,Female,Yes,0,Graduate,Yes,Urban,Y
LP104048,13712,10380,495,360,1,Female,No,1,Graduate,No,Semiurban,N
LP104049,11858,1935,282,84,1,Male,Yes,1,Not Graduate,Yes,Rural,Y
LP104050,13593,13631,649,120,0,Male,No,1,Graduate,No,Rural,Y
LP104051,11734,6934,112,84,1,Female,No,2,Graduate,No,Semiurban,Y
LP104052,19503,3219,534,84,0,Male,No,2,Not Graduate,No,Rural,Y
LP104053,9928,7415,669,180,1,Male,No,3+,Graduate,No,Urban,N
LP104054,12886,12997,258,120,1,Male,No,2,Graduate,Yes,Semiurban,Y
LP104055,20743,14843,564,120,0,Male,Yes,0,Graduate,Yes,Semiurban,Y
LP104056,21142,12177,135,84,0,Female,No,3+,Graduate,Yes,Urban,N
LP104057,24195,11789,68,84,0,Male,Yes,1,Not Graduate,Yes,Rural,Y
LP104058,2181,13955,433,180,1,Female,Yes,3+,Not Graduate,Yes,Semiurban,Y
LP104059,22562,11728,699,84,1,Female,No,2,Graduate,No,Urban,Y
LP104060,4808,10632,424,84,1,Female,Yes,1,Graduate,Yes,Semiurban,N
LP104061,8286,6363,603,180,1,Female,Yes,0,Not Graduate,Yes,Rural,Y
LP104062,23184,10692,577,84,1,Female,Yes,0,Not Graduate,Yes,Semiurban,Y
LP104063,4805,1977,647,180,0,Female,Yes,3+,Not Graduate,No,Rural,Y
LP104064,11045,728,667,84,1,Female,Yes,1,Not Graduate,Yes,Semiurban,N
LP104065,5718,14050,178,360,0,Male,Yes,2,Not Graduate,No,Urban,Y
LP104066,20061,7046,256,84,0,Male,Yes,0,Not Graduate,No,Rural,N
LP104067,20578,1431,607,180,1,Male,No,3+,Not Graduate,Yes,Rural,N
LP104068,24566,11431,96,120,1,Female,No,2,Not Graduate,No,Rural,Y
LP104069,9453,30,127,120,0,Female,No,2,Not Graduate,Yes,Semiurban,N
LP104070,6743,13751,438,120,0,Male,Yes,2,Graduate,No,Semiurban,N
LP104071,11466,8216,385,180,0,Female,No,3+,Graduate,Yes,Semiurban,Y
LP104072,24242,3644,631,120,1,Female,No,3+,Not Graduate,Yes,Semiurban,Y
LP104073,2671,12279,235,360,0,Male,Yes,1,Graduate,Yes,Rural,Y
LP104074,4619,7604,647,84,1,Male,Yes,0,Graduate,No,Semiurban,N
LP104075,2129,4271,305,120,0,Female,No,0,Not Graduate,No,Semiurban,N
LP104076,13887,6636,429,180,1,Male,No,0,Graduate,No,Semiurban,Y
LP104077,7902,1601,390,120,0,Female,No,1,Graduate,No,Semiurban,Y
LP104078,13102,827,193,84,1,Female,No,3+,Graduate,Yes,Rural,Y
LP104079,21800,3312,196,120,0,Male,No,2,Graduate,Yes,Semiurban,Y
LP104080,8504,13741,491,120,0,Female,No,3+,Graduate,Yes,Rural,Y
LP104081,18739,10095,366,84,1,Female,No,2,Graduate,Yes,Urban,Y
LP104082,19649,7165,365,84,0,Male,Yes,3+,Not Graduate,No,Semiurban,Y
LP104083,22876,10802,300,180,1,Male,Yes,1,Graduate,No,Urban,Y
LP104084,9817,14289,659,360,0,Male,No,3+,Not Graduate,No,Urban,N
LP104085,24398,12232,346,180,0,Female,No,1,Graduate,No,Semiurban,N
LP104086,3468,2935,522,84,1,Female,Yes,0,Graduate,No,Rural,Y
LP104087,3278,2201,638,84,1,Female,Yes,2,Not Graduate,Yes,Rural,Y
LP104088,23717,2604,564,180,1,Male,No,3+,Not Graduate,Yes,Semiurban,Y
LP104089,11028,11414,541,120,1,Male,No,3+,Graduate,No,Urban,N
LP104090,11710,11462,356,180,0,Male,No,0,Not Graduate,Yes,Urban,Y
LP104091,15145,5322,139,180,0,Male,No,3+,Graduate,Yes,Semiurban,Y
LP104092,6603,7787,423,84,1,Female,Yes,1,Not Graduate,Yes,Urban,Y
LP104093,19014,12259,424,84,1,Female,Yes,1,Graduate,Yes,Urban,N
LP104094,10644,5875,299,84,0,Male,Yes,3+,Not Graduate,Yes,Semiurban,N
LP104095,17871,2608,359,84,1,Male,Yes,0,Graduate,No,Semiurban,N
LP104096,11020,9836,441,84,1,Female,No,3+,Not Graduate,Yes,Semiurban,Y
LP104097,12718,12706,635,180,0,Male,Yes,2,Graduate,Yes,Urban,Y
LP104098,21948,8637,609,120,1,Male,Yes,2,Not Graduate,No,Urban,N
LP104099,6158,1755,642,120,0,Male,Yes,1,Graduate,Yes,Rural,Y
LP104100,24465,10432,296,360,1,Female,Yes,0,Not Graduate,No,Rural,Y
LP104101,11497,437,488,120,0,Male,No,0,Graduate,No,Urban,Y
LP104102,11404,8712,184,360,0,Female,No,1,Not Graduate,No,Semiurban,N
LP104103,16001,6938,534,180,0,Male,Yes,2,Not Graduate,Yes,Rural,Y
LP104104,14773,4773,207,360,0,Female,No,2,Not Graduate,No,Semiurban,Y
LP104105,10754,10486,401,120,0,Female,Yes,0,Graduate,No,Semiurban,Y
LP104106,12993,225,390,120,0,Male,Yes,2,Graduate,Yes,Semiurban,Y
LP104107,17833,1462,622,84,1,Female,No,2,Not Graduate,No,Rural,Y
LP104108,16755,13154,555,120,0,Male,Yes,1,Not Graduate,No,Semiurban,Y
LP104109,16688,8536,458,84,1,Female,Yes,2,Not Graduate,Yes,Rural,Y
LP104110,15663,13076,521,180,0,Male,No,3+,Graduate,Yes,Urban,Y
LP104111,8000,3039,69,120,0,Male,Yes,2,Graduate,Yes,Urban,Y
LP104112,23028,5115,81,360,1,Male,No,3+,Graduate,Yes,Semiurban,Y
LP104113,3792,8629,300,84,1,Female,Yes,0,Not Graduate,Yes,Urban,Y
LP104114,22034,3018,69,360,1,Male,No,1,Not Graduate,No,Semiurban,N
LP104115,18111,10797,650,120,1,Male,Yes,3+,Graduate,No,Semiurban,Y
LP104116,2074,3299,286,180,1,Female,No,1,Not Graduate,No,Urban,Y
LP104117,16415,4251,56,120,0,Male,No,0,Graduate,Yes,Rural,Y
LP104118,15146,4400,638,120,0,Female,No,2,Graduate,No,Rural,Y
LP104119,20731,7712,130,120,0,Female,Yes,1,Graduate,Yes,Rural,N
LP104120,3798,12730,590,180,0,Male,Yes,1,Not Graduate,Yes,Rural,Y
LP104121,18335,9777,439,360,1,Male,No,1,Not Graduate,Yes,Rural,N
LP104122,10370,12227,63,120,0,Male,Yes,1,Graduate,Yes,Urban,Y
LP104123,7586,10452,227,180,1,Male,Yes,1,Graduate,Yes,Semiurban,N
LP104124,18727,1538,662,84,1,Male,Yes,1,Graduate,Yes,Rural,Y
LP104125,11074,1579,229,180,1,Female,No,2,Graduate,Yes,Semiurban,Y
LP104126,9125,336,183,360,0,Male,Yes,0,Not Graduate,No,Semiurban,N
LP104127,9024,14931,499,120,0,Male,No,0,Not Graduate,No,Rural,Y
LP104128,15768,9009,532,360,0,Male,No,0,Graduate,Yes,Semiurban,N
LP104129,5171,5359,454,120,1,Female,Yes,1,Graduate,Yes,Semiurban,N
LP104130,7627,6048,213,120,0,Female,No,2,Graduate,No,Semiurban,Y
LP104131,8539,12861,349,360,1,Male,No,1,Not Graduate,No,Semiurban,Y
LP104132,5417,2468,431,180,1,Female,Yes,1,Graduate,No,Urban,N
LP104133,12190,14899,91,360,0,Female,Yes,1,Graduate,No,Urban,Y
LP104134,4514,600,298,84,1,Male,Yes,2,Graduate,No,Rural,N
LP104135,6214,4389,698,84,1,Female,Yes,0,Graduate,Yes,Semiurban,Y
LP104136,20346,8524,578,84,0,Female,No,0,Graduate,No,Rural,Y
LP104137,15654,6356,245,84,1,Female,No,1,Graduate,Yes,Urban,Y
LP104138,20307,13675,405,180,0,Female,Yes,1,Graduate,No,Semiurban,N
LP104139,22732,6191,650,120,0,Male,No,2,Graduate,Yes,Semiurban,Y
LP104140,21143,10972,514,360,1,Male,No,3+,Not Graduate,Yes,Urban,Y
LP104141,3437,11488,177,360,0,Male,No,3+,Not Graduate,Yes,Rural,Y
LP104142,12425,5948,536,84,0,Male,Yes,3+,Not Graduate,Yes,Rural,Y
LP104143,17398,5506,666,360,0,Female,Yes,1,Not Graduate,Yes,Semiurban,Y
LP104144,20468,13254,270,84,1,Female,Yes,0,Not Graduate,No,Rural,Y
LP104145,8768,10852,285,120,1,Male,No,2,Graduate,No,Semiurban,N
LP104146,8542,2950,455,360,0,Male,No,3+,Not Graduate,No,Urban,N
LP104147,17227,10593,280,120,0,Male,Yes,0,Graduate,No,Urban,Y
LP104148,12938,11654,198,180,0,Male,Yes,3+,Graduate,Yes,Urban,N
LP104149,14320,7834,251,360,1,Female,Yes,1,Graduate,Yes,Urban,Y
LP104150,4219,13825,627,360,0,Female,Yes,0,Graduate,No,Semiurban,Y
LP104151,14048,6782,334,84,0,Male,No,3+,Not Graduate,Yes,Semiurban,Y
LP104152,19713,11269,106,360,1,Male,No,3+,Graduate,Yes,Rural,Y
LP104153,21723,4973,112,360,1,Male,Yes,2,Not Graduate,No,Rural,Y
LP104154,10482,2111,404,120,0,Male,No,0,Graduate,No,Rural,N
LP104155,6615,1901,355,360,1,Male,Yes,2,Not Graduate,Yes,Urban,N
LP104156,23251,11588,422,360,0,Male,Yes,0,Not Graduate,No,Semiurban,Y
LP104157,10538,13050,424,84,0,Male,No,1,Graduate,Yes,Urban,Y
LP104158,3061,11292,391,180,0,Male,Yes,2,Not Graduate,No,Rural,Y
LP104159,14694,4908,473,84,1,Male,No,2,Graduate,Yes,Semiurban,N
LP104160,3960,9606,298,84,0,Female,No,3+,Not Graduate,Yes,Rural,Y
LP104161,8264,3169,88,120,0,Male,No,1,Not Graduate,No,Rural,Y
LP104162,24576,13429,387,84,1,Male,Yes,0,Graduate,Yes,Rural,N
LP104163,13566,2956,678,84,0,Female,No,1,Graduate,Yes,Semiurban,Y
LP104164,20174,3141,144,180,0,Male,No,0,Graduate,No,Urban,Y
LP104165,18121,1892,416,84,1,Male,No,3+,Graduate,No,Semiurban,Y
LP104166,15349,5511,214,84,1,Female,Yes,3+,Graduate,No,Urban,N
LP104167,12908,10254,699,84,0,Female,No,1,Not Graduate,Yes,Urban,Y
LP104168,10867,10810,293,84,1,Female,Yes,2,Graduate,No,Rural,Y
LP104169,16963,9100,531,84,1,Female,No,3+,Not Graduate,No,Urban,N
LP104170,21452,99,339,84,1,Male,No,1,Not Graduate,No,Semiurban,Y
LP104171,17530,4358,258,180,0,Female,Yes,0,Not Graduate,Yes,Rural,Y
LP104172,4232,7027,224,180,0,Male,Yes,0,Graduate,No,Rural,Y
LP104173,20297,11023,359,180,0,Female,Yes,0,Not Graduate,No,Rural,N
LP104174,5187,5534,597,360,0,Male,No,3+,Not Graduate,No,Rural,Y
LP104175,2030,8951,196,120,1,Female,No,3+,Graduate,No,Semiurban,Y
LP104176,16735,6773,263,180,0,Male,No,3+,Not Graduate,No,Semiurban,Y
LP104177,2703,11087,93,360,0,Male,No,1,Not Graduate,No,Rural,Y
LP104178,11289,11547,153,84,1,Female,Yes,0,Graduate,No,Rural,Y
LP104179,24036,5349,501,120,1,Female,No,0,Graduate,No,Urban,N
LP104180,19158,11841,558,360,0,Male,No,3+,Graduate,Yes,Urban,N
LP104181,12824,3211,401,84,0,Male,Yes,0,Graduate,Yes,Semiurban,Y
LP104182,6500,960,84,180,1,Female,No,3+,Graduate,No,Semiurban,Y
LP104183,6376,13279,332,120,0,Male,No,3+,Not Graduate,No,Semiurban,Y
LP104184,16874,14081,106,120,1,Male,Yes,3+,Graduate,Yes,Semiurban,Y
LP104185,7165,10705,575,84,0,Male,Yes,3+,Not Graduate,Yes,Rural,Y
LP104186,16899,9645,411,180,0,Female,Yes,1,Not Graduate,Yes,Urban,Y
LP104187,19826,3172,93,120,1,Male,Yes,0,Not Graduate,No,Urban,Y
LP104188,19039,6383,611,360,0,Male,No,1,Graduate,No,Semiurban,Y
LP104189,19108,10800,266,120,0,Female,No,1,Graduate,No,Rural,Y
LP104190,8041,7560,549,180,1,Female,No,1,Not Graduate,Yes,Semiurban,N
LP104191,16826,12600,530,180,0,Male,Yes,0,Graduate,No,Urban,Y
LP104192,15377,9279,97,84,1,Female,No,3+,Not Graduate,No,Rural,Y
LP104193,1853,9118,362,84,0,Male,No,1,Not Graduate,No,Urban,N
LP104194,7639,2346,56,360,1,Female,No,0,Graduate,No,Semiurban,N
LP104195,8566,11927,506,180,1,Male,Yes,3+,Graduate,No,Rural,Y
LP104196,24322,1582,391,360,1,Female,No,0,Not Graduate,No,Semiurban,Y
LP104197,5080,13970,628,360,1,Female,No,3+,Graduate,Yes,Urban,N
LP104198,21206,9593,401,360,1,Female,No,2,Not Graduate,No,Rural,Y
LP104199,20410,3447,589,120,1,Female,Yes,1,Graduate,Yes,Urban,N
LP104200,9105,8289,133,360,0,Male,Yes,3+,Graduate,Yes,Urban,Y
LP104201,8044,4701,651,180,1,Male,No,0,Not Graduate,Yes,Urban,Y
LP104202,15554,5617,210,360,0,Female,No,2,Graduate,Yes,Semiurban,Y
LP104203,22003,4110,676,180,1,Female,Yes,1,Graduate,No,Rural,Y
LP104204,4988,7457,479,360,0,Female,Yes,2,Not Graduate,No,Rural,N
LP104205,5234,3220,343,360,1,Female,Yes,0,Graduate,Yes,Urban,Y
LP104206,3374,5051,110,120,1,Female,No,3+,Graduate,No,Urban,N
LP104207,15975,7794,570,360,0,Male,Yes,0,Not Graduate,No,Semiurban,N
LP104208,21290,3934,408,84,1,Male,Yes,1,Not Graduate,Yes,Urban,Y
LP104209,13410,9448,368,84,1,Male,No,2,Not Graduate,Yes,Semiurban,Y
LP104210,16023,6456,424,120,0,Male,No,2,Graduate,No,Urban,Y
LP104211,17144,14119,191,84,1,Female,Yes,2,Graduate,Yes,Semiurban,Y
LP104212,2644,2111,114,360,1,Female,No,0,Not Graduate,Yes,Urban,Y
LP104213,16366,941,696,84,1,Female,No,3+,Graduate,Yes,Urban,Y
LP104214,17122,9942,432,360,0,Female,No,0,Not Graduate,Yes,Semiurban,N
LP104215,15160,4587,378,84,1,Male,Yes,0,Not Graduate,Yes,Urban,Y
LP104216,9618,11361,392,120,0,Male,No,1,Not Graduate,Yes,Semiurban,Y
LP104217,9619,10679,157,120,0,Female,No,0,Graduate,No,Rural,Y
LP104218,14723,2533,147,84,0,Male,No,3+,Not Graduate,No,Rural,Y
LP104219,20063,12071,380,180,1,Female,Yes,1,Not Graduate,Yes,Semiurban,Y
LP104220,9148,11360,361,120,1,Female,No,3+,Graduate,No,Semiurban,Y
LP104221,22645,6883,183,84,1,Female,Yes,3+,Graduate,No,Rural,Y
LP104222,20312,1954,450,120,1,Female,No,3+,Not Graduate,No,Rural,Y
LP104223,12000,5676,347,120,0,Female,No,0,Not Graduate,No,Semiurban,Y
LP104224,2379,7960,682,84,0,Female,Yes,0,Graduate,Yes,Urban,Y
LP104225,17561,5581,292,360,1,Male,Yes,3+,Not Graduate,Yes,Urban,Y
LP104226,7374,6813,287,180,1,Female,Yes,1,Graduate,Yes,Rural,Y
LP104227,21336,4463,323,84,0,Female,Yes,1,Not Graduate,No,Rural,Y
LP104228,11094,6239,335,360,1,Female,No,1,Graduate,No,Rural,Y
LP104229,19806,298,149,120,0,Male,No,0,Not Graduate,No,Semiurban,N
LP104230,3613,4560,669,180,1,Female,Yes,2,Graduate,Yes,Semiurban,N
LP104231,20617,14932,229,84,0,Female,Yes,3+,Not Graduate,No,Rural,Y
LP104232,20468,10908,542,84,0,Male,No,3+,Not Graduate,Yes,Rural,Y
LP104233,10356,4923,512,180,1,Female,Yes,2,Graduate,Yes,Rural,Y
